Full Name,Win Rate,Total Fight,Win,Lose,Draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub. Avg
Eric Schwartz,1,2,2,0,0,--,205 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ricky Simon,0.8,25,20,5,0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",3.01,0.43,3.61,0.61,5.49,0.46,0.76,0.4
Alex Serdyukov,0.615384615,13,8,5,0,"6' 2""",170 lbs.,"74""",Orthodox,"May 24, 1980",4.94,0.48,3.10,0.46,1.84,0.55,0.67,1.8
Tarec Saffiedine,0.695652174,23,16,7,0,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1
Braxton Smith,0.714285714,7,5,2,0,"5' 11""",257 lbs.,"72""",Orthodox,"Jan 01, 1990",6.46,0.48,11.54,0.32,0.00,0.00,1.00,0
Bruno Silva,0.722222222,18,13,5,2 (1 NC),"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",3.05,0.46,3.09,0.59,2.57,0.30,0.64,0.3
Matheus Scheffel,0.666666667,21,14,7,0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992",1.33,0.36,3.00,0.47,0.00,0.00,1.00,0
Akira Shoji,0.388888889,36,14,17,5,"5' 8""",195 lbs.,--,Orthodox,"Jan 31, 1974",1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4
Mike Stumpf,0.733333333,15,11,4,0,"5' 10""",170 lbs.,--,,"Aug 01, 1986",3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8
Shaheen Santana,0.857142857,7,6,1,0,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991",0.82,0.42,1.65,0.40,0.00,0.00,0.00,2.8
Devin Smyth,0.666666667,6,4,2,0,"5' 10""",170 lbs.,"72""",Switch,"Jul 21, 1995",2.6,0.68,6.73,0.25,4.00,0.26,1.00,0
Cole Smith,0.777777778,9,7,2,0,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Nick Sanzo,0.5,2,1,1,0,"5' 9""",190 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Edson Silva,0.538461538,26,14,12,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,0.14,5.37,0.50,0.00,0.00,0.00,0
Art Santore,0.692307692,26,18,8,0,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.4,0.12,7.31,0.52,0.00,0.00,1.00,0
Evangelista Santos,0.538461538,39,21,18,0,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,0.36,6.01,0.49,0.78,1.00,0.50,0.4
Josh San Diego,0.727272727,11,8,3,0,"5' 10""",135 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Chad W. Saunders,0.777777778,9,7,2,0,"5' 10""",170 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Richie Santiago,0.777777778,9,7,2,0,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",3.87,0.49,4.87,0.42,0.00,0.00,0.25,0
Cristina Stanciu,0.714285714,7,5,2,0,"5' 3""",115 lbs.,--,Orthodox,"Mar 29, 1994",2.5,0.50,3.07,0.52,0.85,1.00,0.40,1.7
Chris Solomon,#DIV/0!,0,0,0,0,"5' 11""",155 lbs.,--,,--,0,0.00,2.80,0.37,0.00,0.00,0.33,0
Aaron Simpson,0.705882353,17,12,5,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5
Josh Stuart,0.2,5,1,4,0,"5' 9""",160 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Stefan Struve,0.717391304,46,33,13,0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Jesse Sanders,0.766666667,30,23,7,0,"6' 0""",170 lbs.,--,Orthodox,--,0,0.00,6.45,0.35,0.00,0.00,0.50,0
Jorge Santiago,0.675675676,37,25,12,0,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,0.35,2.62,0.56,0.58,0.30,0.52,0.8
Shimon Smotritsky,0.8,10,8,2,0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 22, 2000",3.52,0.34,8.67,0.56,3.52,0.33,0.50,0
Jonathan Santa Maria,0.428571429,7,3,4,0,"5' 9""",125 lbs.,--,,--,3.6,0.51,2.53,0.74,0.00,0.00,0.80,0
Jeremia Siregar,0.666666667,9,6,3,0,"5' 2""",125 lbs.,"63""",Orthodox,"Jul 27, 1991",2.8,0.42,7.37,0.29,0.00,0.00,0.75,0
Chase Sherman,0.571428571,28,16,12,0,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989",6.04,0.45,6.65,0.52,0.09,0.50,0.74,0
Sean Salmon,0.461538462,39,18,21,0,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,0.33,2.03,0.65,4.06,0.50,0.00,0
Peter Sobotta,0.68,25,17,7,1,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",2.14,0.40,2.90,0.58,1.53,0.32,0.77,0.5
Takenori Sato,0.633333333,30,19,11,7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"Jun 08, 1985",0.46,0.33,12.92,0.09,0.00,0.00,0.00,0
Dustin Stoltzfus,0.75,20,15,5,0,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.49,0.44,3.29,0.48,2.40,0.40,0.46,0.7
Jack Shore,0.944444444,18,17,1,0,"5' 8""",145 lbs.,"71""",Orthodox,"Feb 06, 1995",3.84,0.58,2.20,0.57,3.42,0.40,0.79,0.7
Marilia Santos,0.769230769,13,10,3,0,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992",4.4,0.54,4.07,0.53,1.00,1.00,0.66,1
Igor Severino,0.888888889,9,8,1,0,"5' 7""",125 lbs.,"69""",Orthodox,"Apr 21, 2003",7.17,0.52,4.33,0.47,9.69,0.71,0.50,0
Sean Santella,0.739130435,23,17,6,1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Charon Spain,0.35,40,14,26,0,"5' 9""",155 lbs.,--,,"Mar 11, 1988",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Tommy Speer,0.75,28,21,7,0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,0.51,5.12,0.35,2.02,0.33,0.33,0
Luke Stewart,0.666666667,9,6,3,0,"5' 11""",170 lbs.,--,Orthodox,--,3.75,0.56,2.34,0.53,3.75,0.33,0.50,1.9
Rana Rudra Pratap Singh,0.846153846,13,11,2,0,"5' 10""",135 lbs.,"69""",Orthodox,"May 09, 1997",0,0.00,9.05,0.27,0.00,0.00,0.00,0
Jansey Silva,0.777777778,9,7,2,0,"6' 2""",185 lbs.,"67""",Orthodox,"May 30, 1995",0.46,0.40,2.32,0.33,0.00,0.00,0.00,0
Alexander Shlemenko,0.861538462,65,56,9,0 (1 NC),"5' 11""",185 lbs.,--,,"May 20, 1984",4.36,0.60,1.71,0.63,0.00,0.00,0.00,0
Matt Serra,0.611111111,18,11,7,0,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,0.39,2.64,0.46,2.05,0.20,0.38,0.9
Marc Stevens,0.677419355,31,21,10,0,"5' 9""",155 lbs.,--,,--,0.45,0.26,1.79,0.46,0.00,0.00,0.00,0
Livinha Souza,0.777777778,18,14,4,0,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",1.75,0.45,3.60,0.56,2.54,0.45,0.40,1.4
Sean Strickland,0.823529412,34,28,6,0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.91,0.41,4.33,0.62,0.85,0.64,0.77,0.2
Colton Smith,0.636363636,11,7,4,0,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",1.64,0.41,2.30,0.51,4.09,0.36,0.25,1.4
Sean Soriano,0.636363636,22,14,8,0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.18,0.61,2.14,0.56,1.33,0.55,0.52,0
Bobby Sanchez,0.222222222,45,10,35,0,"5' 7""",155 lbs.,--,Orthodox,--,0,0.00,0.00,1.00,0.00,0.00,1.00,0
Justin Sumter,0.7,10,7,3,0,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,0.48,7.64,0.34,2.87,1.00,0.00,0
Siala Siliga,0.705882353,17,12,5,0,"6' 1""",290 lbs.,--,Orthodox,"Oct 08, 1970",1.08,0.26,1.96,0.50,1.47,0.50,0.80,0
Scott Smith,0.620689655,29,18,11,0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,0.27,5.87,0.50,0.12,0.06,0.58,0.5
Raul Sandoval,0.5,6,3,3,0,--,130 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Augusto Sakai,0.727272727,22,16,5,1,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.6,0.49,3.83,0.48,0.23,0.40,0.56,0
Paulo Cesar Silva,0.25,8,2,6,0,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963",0.4,0.15,2.72,0.47,0.42,1.00,0.16,0.4
Frank Shamrock,0.657142857,35,23,10,2,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972",4.75,0.53,4.66,0.57,0.35,0.50,0.37,1.1
Marlon Sims,0.428571429,7,3,4,0,--,170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mario Sperry,0.764705882,17,13,4,0,"6' 2""",205 lbs.,--,Orthodox,"Sep 28, 1966",2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
Tom Sauer,0.675675676,37,25,12,0,"6' 1""",263 lbs.,--,,"Nov 11, 1970",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Tatsuya Saika,0.733333333,15,11,4,0,--,155 lbs.,--,,"Sep 18, 1990",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Liliya Shakirova,0.8,10,8,2,0,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 24, 1991",2.7,0.30,2.58,0.74,0.00,0.00,0.00,0
Serhiy Sidey,0.833333333,12,10,2,0,"5' 11""",135 lbs.,"72""",Switch,"Jul 04, 1996",5.16,0.35,4.19,0.56,0.00,0.00,0.00,0
Jin Soo Son,0.692307692,13,9,4,0,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",5.1,0.36,7.63,0.52,1.50,0.25,1.00,0
Tony Sylvester,0.785714286,14,11,3,0,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0,0.00,10.12,0.12,0.00,0.00,0.00,0
Serghei Spivac,0.8,20,16,4,0,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.54,0.49,3.79,0.49,4.56,0.64,0.70,0.5
Hayato Sakurai,0.716981132,53,38,13,2,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3
Jacare Souza,0.722222222,36,26,10,0 (1 NC),"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
Emiliano Sordi,0.695652174,23,16,7,0,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991",4.79,0.50,4.79,0.48,0.00,0.00,1.00,8.3
Denis Stojnic,0.8125,16,13,3,0 (1 NC),"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,0.23,6.06,0.36,0.00,0.00,0.80,1
Bobby Southworth,0.625,16,10,6,0 (1 NC),"6' 2""",205 lbs.,--,Orthodox,"Dec 16, 1969",0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Pete Spratt,0.520833333,48,25,23,0,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,0.48,1.33,0.55,0.30,1.00,0.46,0.3
Kestutis Smirnovas,0.705882353,34,24,8,2,"5' 10""",200 lbs.,--,Orthodox,--,4.95,0.52,5.05,0.54,1.55,0.50,1.00,1.6
Alex Stiebling,0.633333333,30,19,11,1 (1 NC),"6' 2""",205 lbs.,--,Southpaw,--,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7
Taila Santos,0.863636364,22,19,3,0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.39,0.48,2.64,0.58,2.00,0.76,0.86,1.1
Bruno Santos,0.882352941,17,15,2,0,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987",1.18,0.46,2.27,0.56,3.00,0.37,0.66,0.3
Masaaki Satake,0.1,10,1,8,1,"6' 1""",220 lbs.,--,Orthodox,"Aug 17, 1965",1.4,0.35,3.76,0.41,0.00,0.00,0.58,0
Adam Steele,0,1,0,1,0,--,170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Daniel Santos,0.857142857,14,12,2,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 12, 1995",4.26,0.37,5.12,0.50,1.90,0.50,0.73,0
Josh Shockley,0.733333333,15,11,4,0,"6' 1""",155 lbs.,--,Orthodox,"Nov 15, 1989",1.4,0.33,1.75,0.60,0.00,0.00,0.61,0.8
Nate Schroeder,0.523809524,21,11,10,0,"6' 1""",230 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Bob Sapp,0.35483871,31,11,20,0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,0.55,1.88,0.49,0.58,1.00,0.72,0
Rick Story,0.678571429,28,19,9,0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Eric Spicely,0.666666667,18,12,6,0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,0.45,5.72,0.55,1.31,0.20,0.75,1
Jean Silva,0.857142857,14,12,2,0,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",5.83,0.52,4.27,0.57,1.56,0.50,1.00,0
Stephen Thompson,0.68,25,17,7,1,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.11,0.46,3.03,0.54,0.26,0.41,0.65,0
Anatoly Tokov,0.925925926,27,25,2,0,"5' 10""",185 lbs.,--,,"Feb 17, 1990",3.51,0.72,0.54,0.66,2.03,1.00,1.00,0
David Teymur,0.8,10,8,2,0,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,0.43,3.53,0.55,0.94,0.33,0.77,0
Tuco Tokkos,0.7,10,7,3,0,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 30, 1990",5.57,0.40,8.86,0.43,3.80,1.00,0.00,0
Daniel Teymur,0.636363636,11,7,4,0,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,0.46,3.93,0.56,0.56,0.18,0.60,0.3
Wellington Turman,0.692307692,26,18,8,0,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",3.23,0.51,4.17,0.45,1.55,0.20,0.42,0.8
Anthony Taylor,0.25,4,1,3,0,"5' 7""",145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ryan Thomas,0.714285714,28,20,8,0,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",2.01,0.36,4.17,0.30,5.59,0.33,0.00,2.2
Francisco Trinaldo,0.756756757,37,28,9,0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,0.45,2.67,0.60,0.98,0.42,0.60,0.5
Treston Thomison,0.625,16,10,6,0,"5' 8""",145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Amber Tackett,0.25,4,1,3,0,--,115 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
John Teixeira,0.84,25,21,2,2,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,0.35,3.20,0.63,1.00,0.27,0.71,0.7
Andrew Todhunter,1,8,8,0,0,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jesse Taylor,0.673913043,46,31,15,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,0.65,0.55,0.38,7.28,0.50,1.00,3.1
Gleison Tibau,0.70212766,47,33,14,0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
Oli Thompson,0.62962963,27,17,10,0,"6' 1""",242 lbs.,--,Orthodox,"Jan 02, 1980",1.66,0.46,5.31,0.46,0.00,0.00,0.50,0.5
Evan Tanner,0.8,40,32,8,0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
Danielle Taylor,0.692307692,13,9,4,0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,0.29,3.31,0.71,0.20,0.20,0.70,0.2
Anthony Torres,0.625,8,5,3,0,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,0.48,7.52,0.45,0.00,0.00,1.00,2.2
Aaron Trujillo,0,1,0,1,0,"5' 5""",125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Darren Till,0.75,24,18,5,1,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.3,0.46,3.31,0.56,0.55,0.46,0.69,0
Tor Troeng,0.666666667,24,16,7,1,"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983",1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
David Terrell,0.75,8,6,2,0,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",2.34,0.63,2.71,0.37,5.54,0.50,0.00,5.5
Din Thomas,0.742857143,35,26,9,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,0.37,2.60,0.59,1.38,0.52,0.76,1.2
Salim Touahri,0.714285714,14,10,4,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.6,0.46,2.87,0.58,0.00,0.00,0.83,0
Yoshiki Takahashi,0.526315789,57,30,27,3 (1 NC),"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969",2.26,0.51,6.47,0.44,0.00,0.00,0.66,2.3
Kasey Tanner,0.857142857,7,6,1,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992",6.6,0.50,6.67,0.63,2.00,0.33,0.00,0
Mairbek Taisumov,0.818181818,33,27,6,0,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,0.39,3.03,0.64,1.34,0.63,0.88,0
Chris Tickle,0.5,18,9,9,0,"5' 9""",155 lbs.,--,,"Feb 01, 1982",1.07,0.40,1.13,0.43,1.00,0.25,0.20,2
Ilia Topuria,1,15,15,0,0,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",4.4,0.46,3.35,0.65,1.92,0.56,0.92,1.3
Jason Tan,0.625,8,5,3,0,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981",0.69,0.29,7.37,0.18,0.00,0.00,0.00,0
Tai Tuivasa,0.681818182,22,15,7,0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",3.96,0.49,5.05,0.43,0.00,0.00,0.57,0
Angelo Trevino,0.7,10,7,3,0,"5' 11""",170 lbs.,--,Switch,"Jun 10, 1993",5.19,0.54,3.90,0.47,0.00,0.00,1.00,0
Zubaira Tukhugov,0.740740741,27,20,6,1,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",3.17,0.39,3.07,0.63,2.13,0.39,1.00,0
Justin Tafa,0.636363636,11,7,4,0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",4.09,0.54,5.02,0.47,0.00,0.00,0.50,0
Manuel Torres,0.882352941,17,15,2,0,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",8.14,0.58,3.15,0.56,3.26,0.66,0.88,1.6
Francisco Trevino,0.8125,16,13,3,0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,0.42,2.42,0.64,0.97,0.22,0.41,0
Nolan Ticman,0.571428571,7,4,3,0,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",2.57,0.47,2.53,0.67,0.00,0.00,0.60,0
Michael Trizano,0.785714286,14,11,3,0,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",3.63,0.53,4.40,0.50,0.36,0.66,0.72,0.5
Damien Trites,0.538461538,13,7,6,0,"5' 11""",165 lbs.,--,,"Aug 23, 1979",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Nik Theotikos,0.75,8,6,2,0,--,185 lbs.,--,Orthodox,--,0,0.00,5.48,0.19,0.00,0.00,0.00,4.8
Jumabieke Tuerxun,0.791666667,24,19,4,1,"5' 7""",135 lbs.,--,Orthodox,"Apr 17, 1986",1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9
Makoto Takimoto,0.545454545,11,6,5,0,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",1.37,0.39,1.71,0.55,1.48,0.50,0.25,1.1
Herman Terrado,0.789473684,19,15,3,1,--,170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Reynaldo Trujillo,0.525,40,21,19,0,"5' 9""",155 lbs.,--,,"Jan 01, 1982",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Masanori Tonooka,0.333333333,3,1,2,0,"5' 8""",185 lbs.,--,Orthodox,--,0.16,0.05,1.09,0.36,0.00,0.00,0.00,0
Arman Tsarukyan,0.88,25,22,3,0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.79,0.48,1.84,0.53,3.25,0.37,0.75,0
Ricky Turcios,0.8125,16,13,3,0,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",5.08,0.37,3.70,0.55,1.00,0.25,0.45,0.2
Ronys Torres,0.875,40,35,5,0,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975",0.87,0.26,1.93,0.57,4.00,0.47,0.16,0.5
James Thompson,0.555555556,36,20,16,0 (1 NC),"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978",5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3
Puja Tomar,0.666666667,12,8,4,0,--,115 lbs.,--,,"Dec 05, 1993",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Haven Torres,#DIV/0!,0,0,0,0,--,125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Kiyoshi Tamura,0.666666667,48,32,13,3,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969",2.44,0.53,1.44,0.60,0.58,0.60,0.45,0.2
Daiju Takase,0.413793103,29,12,15,2,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",0.49,0.30,1.64,0.47,0.84,0.17,0.21,1.2
Michinori Tanaka,0.785714286,14,11,3,0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,0.37,1.99,0.50,2.40,0.38,0.43,0.2
Brandon Thatch,0.6875,16,11,5,0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.7,0.42,3.63,0.52,1.36,0.66,0.50,0.7
Hideo Tokoro,0.523076923,65,34,29,2,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977",1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3
Tom Tuggle,0,3,0,3,0,"6' 2""",250 lbs.,--,Orthodox,--,0,0.00,2.14,0.00,32.14,1.00,0.00,0
Ramon Taveras,0.833333333,12,10,2,0,"5' 8""",135 lbs.,"70""",Southpaw,"Jan 09, 1994",4.63,0.45,5.41,0.65,0.00,0.00,1.00,0
Tsuyoshi Tamakairiki,0,3,0,3,0,"6' 0""",220 lbs.,--,Orthodox,--,0,0.00,26.67,0.50,0.00,0.00,0.00,0
Payton Talbott,1,8,8,0,0,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",8.05,0.54,3.58,0.51,0.00,0.00,0.90,0.5
Marcin Tybura,0.757575758,33,25,8,0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.6,0.48,3.35,0.55,1.43,0.33,0.79,0.1
J.T Taylor,0.5,14,7,7,0,"5' 10""",--,--,,--,3.17,0.80,3.70,0.26,3.96,1.00,0.00,7.9
Taneisha Tennant,0.833333333,6,5,1,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,0.55,3.40,0.71,0.00,0.00,1.00,0
Alexander Trevino,0.5,14,7,7,0,--,170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Frank Trigg,0.7,30,21,9,0,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,0.46,1.90,0.56,2.35,0.47,0.75,0.8
Yoko Takahashi,0.517241379,29,15,12,2,"5' 8""",150 lbs.,--,,"Apr 20, 1973",5.11,0.54,8.78,0.48,0.00,0.00,0.00,0
Gary Tapusoa,0.727272727,11,8,3,0,"5' 7""",185 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Torrance Taylor,0.590909091,22,13,8,1,"5' 7""",155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Tyler Toner,0.681818182,22,15,7,0 (1 NC),"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,0.52,2.13,0.62,0.00,0.00,0.54,0.4
Ryan Tobar,0.5,6,3,3,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Brett Tillis,#DIV/0!,0,0,0,0,--,145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Deividas Taurosevicius,0.772727273,22,17,5,0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,0.43,1.82,0.59,2.00,0.28,0.50,0.3
Marco Tulio,0.909090909,11,10,1,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",3.2,0.48,2.20,0.52,2.00,0.25,0.00,1
Dusko Todorovic,0.75,16,12,4,0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",5.54,0.57,4.55,0.46,0.96,0.12,0.45,0
James Terry,0.678571429,28,19,9,0,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",3.23,0.32,4.77,0.64,3.31,0.36,0.75,0
Elias Theodorou,0.842105263,19,16,3,0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,0.42,2.39,0.53,1.27,0.28,0.59,0
Jose Torres,0.888888889,9,8,1,0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,0.36,9.84,0.50,1.28,0.33,0.75,0
Dave Terrel,0.5,14,7,7,0,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",2.62,0.43,2.80,0.48,3.28,0.38,1.00,0
Tatsuro Taira,1,15,15,0,0,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",3.51,0.71,1.15,0.47,2.12,0.41,0.71,2.4
